asset_description,asset_abbreviation,can_be_connected,dbo_entity_type,ifc4_3,ifc2x3,is_ifc_default,ifc2x3_entity,ifc2x3_predefined_type,ifc4_3_entity,ifc4_3_predefined_type
refrigeration - freezer,FRZ,0,,IfcElectricApplianceFREEZER,IfcElectricApplianceFREEZER,0,IfcElectricAppliance,FREEZER,IfcElectricAppliance,FREEZER
refrigeration - ice cream chest freezer,FRZICC,0,,IfcElectricApplianceFREEZER,IfcElectricApplianceFREEZER,0,IfcElectricAppliance,FREEZER,IfcElectricAppliance,FREEZER
refrigeration - ice maker,IM,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
refrigeration - refrigerator,REF,0,,IfcElectricApplianceREFRIGERATOR,IfcElectricApplianceREFRIGERATOR,0,IfcElectricAppliance,REFRIGERATOR,IfcElectricAppliance,REFRIGERATOR
refrigeration - retarder/proover,REFRP,0,,IfcElectricApplianceREFRIGERATOR,IfcElectricApplianceREFRIGERATOR,0,IfcElectricAppliance,REFRIGERATOR,IfcElectricAppliance,REFRIGERATOR
sand oil interceptor,SOI,0,,IfcInterceptorOIL,IfcWasteTerminalOILINTERCEPTOR,0,IfcWasteTerminal,OILINTERCEPTOR,IfcInterceptor,OIL
sand separator,SSP,0,,IfcInterceptor,IfcWasteTerminal,0,IfcWasteTerminal,,IfcInterceptor,
sanitary terminal,SAN,0,,IfcSanitaryTerminal,IfcSanitaryTerminal,1,IfcSanitaryTerminal,,IfcSanitaryTerminal,
sanitary terminal - WC (toilet),WC,0,,IfcSanitaryTerminalTOILETPAN,IfcSanitaryTerminalTOILETPAN,1,IfcSanitaryTerminal,TOILETPAN,IfcSanitaryTerminal,TOILETPAN
sanitary terminal - bath,BATH,0,,IfcSanitaryTerminalBATH,IfcSanitaryTerminalBATH,1,IfcSanitaryTerminal,BATH,IfcSanitaryTerminal,BATH
sanitary terminal - bidet,BIDET,0,,IfcSanitaryTerminalBIDET,IfcSanitaryTerminalBIDET,1,IfcSanitaryTerminal,BIDET,IfcSanitaryTerminal,BIDET
sanitary terminal - cistern,CIST,0,,IfcSanitaryTerminalCISTERN,IfcSanitaryTerminalCISTERN,1,IfcSanitaryTerminal,CISTERN,IfcSanitaryTerminal,CISTERN
sanitary terminal - drinking fountain / bottle filler,DF,0,,IfcSanitaryTerminalSANITARYFOUNTAIN,IfcSanitaryTerminalSANITARYFOUNTAIN,0,IfcSanitaryTerminal,SANITARYFOUNTAIN,IfcSanitaryTerminal,SANITARYFOUNTAIN
sanitary terminal - sanitary fountain,SFN,1,,IfcSanitaryTerminalSANITARYFOUNTAIN,IfcSanitaryTerminalSANITARYFOUNTAIN,1,IfcSanitaryTerminal,SANITARYFOUNTAIN,IfcSanitaryTerminal,SANITARYFOUNTAIN
sanitary terminal - sensor tap,STAP,1,,IfcSanitaryTerminal,IfcSanitaryTerminal,0,IfcSanitaryTerminal,,IfcSanitaryTerminal,
sanitary terminal - shower,SHW,1,,IfcSanitaryTerminalSHOWER,IfcSanitaryTerminalSHOWER,1,IfcSanitaryTerminal,SHOWER,IfcSanitaryTerminal,SHOWER
sanitary terminal - sink,SINK,0,,IfcSanitaryTerminalSINK,IfcSanitaryTerminalSINK,1,IfcSanitaryTerminal,SINK,IfcSanitaryTerminal,SINK
sanitary terminal - tap,TAP,0,,IfcSanitaryTerminal,IfcSanitaryTerminal,0,IfcSanitaryTerminal,,IfcSanitaryTerminal,
sanitary terminal - urinal,UR,0,,IfcSanitaryTerminalURINAL,IfcSanitaryTerminalURINAL,1,IfcSanitaryTerminal,URINAL,IfcSanitaryTerminal,URINAL
sanitary terminal - wash hand basin,WHB,0,,IfcSanitaryTerminalWASHHANDBASIN,IfcSanitaryTerminalWASHHANDBASIN,1,IfcSanitaryTerminal,WASHHANDBASIN,IfcSanitaryTerminal,WASHHANDBASIN
sanitary terminal - washroom vanity trough,WVT,0,,IfcSanitaryTerminal,IfcSanitaryTerminal,0,IfcSanitaryTerminal,,IfcSanitaryTerminal,
sensor,SNS,1,,IfcSensor,IfcSensor,1,IfcSensor,,IfcSensor,
sensor - CO sensor,COS,1,SENSOR,IfcSensorCOSENSOR,IfcSensorCO2SENSOR,0,IfcSensorCO2,SENSOR,IfcSensor,COSENSOR
sensor - CO2 sensor,CDS,1,SENSOR,IfcSensorCO2SENSOR,IfcSensorCO2SENSOR,0,IfcSensorCO2,SENSOR,IfcSensorCO2,SENSOR
sensor - condensation water sensor,CS,1,SENSOR,IfcSensorTEMPERATURESENSOR,IfcSensorTEMPERATURESENSOR,0,IfcSensor,TEMPERATURESENSOR,IfcSensor,TEMPERATURESENSOR
sensor - contact sensor,CNTS,1,SENSOR,IfcSensorCONTACTSENSOR,IfcSensor,0,IfcSensor,,IfcSensor,CONTACTSENSOR
sensor - corrosion sensor,CRRS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - differential pressure sensor,DPS,1,SENSOR,IfcSensorPRESSURESENSOR,IfcSensorPRESSURESENSOR,0,IfcSensor,PRESSURESENSOR,IfcSensor,PRESSURESENSOR
sensor - glycol protector sensor,GLYPR,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - humidity sensor,HMS,1,SENSOR,IfcSensorHUMIDITYSENSOR,IfcSensorHUMIDITYSENSOR,0,IfcSensor,HUMIDITYSENSOR,IfcSensor,HUMIDITYSENSOR
sensor - humidity sensor - outside,OHMS,1,SENSOR,IfcSensorHUMIDITYSENSOR,IfcSensorHUMIDITYSENSOR,0,IfcSensor,HUMIDITYSENSOR,IfcSensor,HUMIDITYSENSOR
sensor - inertial measurement unit sensor,IMUS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - leak detection sensor,LDS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - level sensor,LVLS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - lighting motion sensor,LMS,1,SENSOR,IfcSensorMOVEMENTSENSOR,IfcSensorMOVEMENTSENSOR,0,IfcSensor,MOVEMENTSENSOR,IfcSensor,MOVEMENTSENSOR
sensor - lighting multisensor,LTMTS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - lighting photocell sensor,LPS,1,SENSOR,IfcSensorLIGHTSENSOR,IfcSensorLIGHTSENSOR,0,IfcSensor,LIGHTSENSOR,IfcSensor,LIGHTSENSOR
sensor - moisture content sensor,MCS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - motion sensor,MOS,1,SENSOR,IfcSensorMOVEMENTSENSOR,IfcSensorMOVEMENTSENSOR,0,IfcSensor,MOVEMENTSENSOR,IfcSensor,MOVEMENTSENSOR
sensor - multi sensor,MTS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - nitrogen dioxide sensor,NDS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - particulate matter sensor,PMS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - people counting sensor,PCS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - pressure sensor,PS,1,SENSOR,IfcSensorPRESSURESENSOR,IfcSensorPRESSURESENSOR,0,IfcSensor,PRESSURESENSOR,IfcSensor,PRESSURESENSOR
sensor - seismic sensor,SSS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - sound level sensor,SLS,1,SENSOR,IfcSensorSOUNDSENSOR,IfcSensorSOUNDSENSOR,0,IfcSensor,SOUNDSENSOR,IfcSensor,SOUNDSENSOR
sensor - static pressure sensor,SPS,1,SENSOR,IfcSensorPRESSURESENSOR,IfcSensorPRESSURESENSOR,0,IfcSensor,PRESSURESENSOR,IfcSensor,PRESSURESENSOR
sensor - temperature sensor,TPS,1,SENSOR,IfcSensorTEMPERATURESENSOR,IfcSensorTEMPERATURESENSOR,0,IfcSensor,TEMPERATURESENSOR,IfcSensor,TEMPERATURESENSOR
sensor - temperature sensor - outside,OTPS,1,SENSOR,IfcSensorTEMPERATURESENSOR,IfcSensorTEMPERATURESENSOR,0,IfcSensor,TEMPERATURESENSOR,IfcSensor,TEMPERATURESENSOR
sensor - thermostat,TSTAT,1,,IfcUnitaryControlElementTHERMOSTAT,IfcController,0,IfcController,,IfcUnitaryControlElement,THERMOSTAT
sensor - velocity sensor,VS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - vibration sensor,VBS,1,SENSOR,IfcSensor,IfcSensor,0,IfcSensor,,IfcSensor,
sensor - volumetric flow sensor - air,AVFS,1,SENSOR,IfcSensorFLOWSENSOR,IfcSensorFLOWSENSOR,0,IfcSensor,FLOWSENSOR,IfcSensor,FLOWSENSOR
sensor - volumetric flow sensor - water,WVFS,1,SENSOR,IfcSensorFLOWSENSOR,IfcSensorFLOWSENSOR,0,IfcSensor,FLOWSENSOR,IfcSensor,FLOWSENSOR
sensor - wind sensor,WS,1,SENSOR,IfcSensorWINDSENSOR,IfcSensor,0,IfcSensor,,IfcSensor,WINDSENSOR
shading - shading device actuator,SDACT,1,HVAC/SDC,IfcActuatorELECTRICACTUATOR,IfcActuatorELECTRICACTUATOR,0,IfcActuator,ELECTRICACTUATOR,IfcActuator,ELECTRICACTUATOR
shading - shading device blinds,BL,0,,IfcShadingDevice,IfcDiscreteAccessory,0,IfcDiscreteAccessory,,IfcShadingDevice,
shading - shading device controller,SDC,1,,IfcController,IfcController,0,IfcController,,IfcController,
shading - shading device keypad,SDKP,1,,IfcSwitchingDeviceKEYPAD,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,KEYPAD
shading - shading device motor,SDM,0,,IfcElectricMotor,IfcElectricMotor,0,IfcElectricMotor,,IfcElectricMotor,
shading - shading device solar tracking module,SDSTM,1,,IfcSensorRADIATIONSENSOR,IfcSensor,0,IfcSensor,,IfcSensor,RADIATIONSENSOR
shading device,SHD,1,,IfcShadingDevice,,1,,,IfcShadingDevice,
signal - beacon,BCN,1,,IfcAlarmLIGHT,IfcAlarmLIGHT,0,IfcAlarm,LIGHT,IfcAlarm,LIGHT
solar device,SOL,1,,IfcSolarDevice,,1,,,IfcSolarDevice,
space,SPACE,0,,IfcSpace,IfcSpace,1,IfcSpace,,IfcSpace,
spatial zone,SZONE,0,,IfcSpatialZone,,1,,,IfcSpatialZone,
stack terminal - birdcage,BDCG,0,,IfcStackTerminalBIRDCAGE,IfcStackTerminalBIRDCAGE,1,IfcStackTerminal,BIRDCAGE,IfcStackTerminal,BIRDCAGE
stack terminal - cowl,COWL,0,,IfcStackTerminalCOWL,IfcStackTerminalCOWL,1,IfcStackTerminal,COWL,IfcStackTerminal,COWL
stack terminal - rain water hopper,RWH,0,,IfcStackTerminalRAINWATERHOPPER,IfcStackTerminalRAINWATERHOPPER,1,IfcStackTerminal,RAINWATERHOPPER,IfcStackTerminal,RAINWATERHOPPER
stack terminal - rodding eye,RE,0,,IfcStackTerminal,IfcStackTerminal,0,IfcStackTerminal,,IfcStackTerminal,
stack terminal - soil vent pipe,SVP,0,,IfcStackTerminal,IfcStackTerminal,0,IfcStackTerminal,,IfcStackTerminal,
stack terminal - stubb stack,SS,0,,IfcStackTerminal,IfcStackTerminal,0,IfcStackTerminal,,IfcStackTerminal,
stack terminal - vent pipe,VP,0,,IfcStackTerminal,IfcStackTerminal,0,IfcStackTerminal,,IfcStackTerminal,
structure -  caisson foundation,CFN,0,,IfcCaissonFoundation,,1,,,IfcCaissonFoundation,
structure - anchor,TAN,0,,IfcTendonAnchor,IfcTendonAnchor,1,IfcTendonAnchor,,IfcTendonAnchor,
structure - beam,BEAM,0,,IfcBeam,IfcBeam,1,IfcBeam,,IfcBeam,
structure - bearing,BRG,0,,IfcBearing,,1,,,IfcBearing,
structure - bridge,BRDG,0,,IfcBridge,,1,,,IfcBridge,
structure - chimney,CMN,0,,IfcChimney,,1,,,IfcChimney,
structure - column,COL,0,,IfcColumn,IfcColumn,1,IfcColumn,,IfcColumn,
structure - curtain wall,CTW,0,,IfcCurtainWall,IfcCurtainWall,1,IfcCurtainWall,,IfcCurtainWall,
structure - earthworks cut,EWC,0,,IfcEarthworksCut,,1,,,IfcEarthworksCut,
structure - fastener,FSTN,0,,IfcFastener,IfcFastener,1,IfcFastener,,IfcFastener,
structure - footing,FOT,0,,IfcFooting,IfcFooting,1,IfcFooting,,IfcFooting,
structure - kerb,KRB,0,,IfcKerb,,1,,,IfcKerb,
structure - mechanical fastener,MCF,0,,IfcMechanicalFastener,,1,,,IfcMechanicalFastener,
structure - member,MBR,0,,IfcMember,IfcMember,1,IfcMember,,IfcMember,
structure - mooring device,MRD,0,,IfcMooringDevice,,1,,,IfcMooringDevice,
structure - opening,OPN,0,,IfcOpeningElement,IfcOpeningElement,1,IfcOpeningElement,,IfcOpeningElement,
structure - pavement,PAV,0,,IfcPavement,,1,,,IfcPavement,
structure - pile,PIL,0,,IfcPile,IfcPile,1,IfcPile,,IfcPile,
structure - rail,RAIL,0,,IfcRail,,1,,,IfcRail,
structure - railing,RLG,0,,IfcRailing,IfcRailing,1,IfcRailing,,IfcRailing,
structure - ramp,RAMP,0,,IfcRamp,IfcRamp,1,IfcRamp,,IfcRamp,
structure - ramp flight,RAMPFL,0,,IfcRampFlight,IfcRampFlight,1,IfcRampFlight,,IfcRampFlight,
structure - reinforcing bar,RFB,0,,IfcReinforcingBar,IfcReinforcingBar,1,IfcReinforcingBar,,IfcReinforcingBar,
structure - reinforcing mesh,RFM,0,,IfcReinforcingMesh,IfcReinforcingMesh,1,IfcReinforcingMesh,,IfcReinforcingMesh,
structure - slab,SLB,0,,IfcSlab,IfcSlab,1,IfcSlab,,IfcSlab,
structure - stair,STR,0,,IfcStair,IfcStair,1,IfcStair,,IfcStair,
structure - stair flight,STRFL,0,,IfcStairFlight,IfcStairFlight,1,IfcStairFlight,,IfcStairFlight,
structure - tendon,TEN,0,,IfcTendon,IfcTendon,1,IfcTendon,,IfcTendon,
structure - tendon circuit,TCN,0,,IfcTendonConduit,,1,,,IfcTendonConduit,
structure - track,TRACK,0,,IfcTrackElement,,1,,,IfcTrackElement,
structure - vibration damper,VIBDMP,1,,IfcVibrationDamper,,1,,,IfcVibrationDamper,
structure - vibration isolator,VIBISO,1,,IfcVibrationIsolator,IfcVibrationIsolator,1,IfcVibrationIsolator,,IfcVibrationIsolator,
structure - wall,WALL,1,,IfcWall,IfcWall,1,IfcWall,,IfcWall,
stucture - roof,ROOF,0,,IfcRoof,IfcRoof,1,IfcRoof,,IfcRoof,
switch - absolute pressure,APSW,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
switch - dew point,DEWSW,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
switch - differential pressure,DPSW,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
switch - static pressure,SPSW,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
switch - thermal dispersion flow proving switch,TDSW,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
system - airconditioning,AIRCON,0,,IfcDistributionSystemAIRCONDITIONING,,1,,,IfcDistributionSystem,AIRCONDITIONING
system - catenary_system,CATNY,0,,IfcDistributionSystemCATENARY_SYSTEM,,1,,,IfcDistributionSystemCATENARY_SYSTEM,
system - chemical,CHEM,0,,IfcDistributionSystemCHEMICAL,,1,,,IfcDistributionSystem,CHEMICAL
system - chilledwater,CHW,0,,IfcDistributionSystemCHILLEDWATER,,1,,,IfcDistributionSystem,CHILLEDWATER
system - communication,COMMS,0,,IfcDistributionSystemCOMMUNICATION,,1,,,IfcDistributionSystem,COMMUNICATION
system - compressedair,CPAIR,0,,IfcDistributionSystemCOMPRESSEDAIR,,1,,,IfcDistributionSystem,COMPRESSEDAIR
system - condenserwater,CDW,0,,IfcDistributionSystemCONDENSERWATER,,1,,,IfcDistributionSystem,CONDENSERWATER
system - control,BMS,0,,IfcDistributionSystemCONTROL,,1,,,IfcDistributionSystem,CONTROL
system - conveying,CONVEY,0,,IfcDistributionSystemCONVEYING,,1,,,IfcDistributionSystem,CONVEYING
system - domesticcoldwater,DCW,0,,IfcDistributionSystemDOMESTICCOLDWATER,,1,,,IfcDistributionSystem,DOMESTICCOLDWATER
system - domestichotwater,DHW,0,,IfcDistributionSystemDOMESTICHOTWATER,,1,,,IfcDistributionSystem,DOMESTICHOTWATER
system - drainage,DRNG,0,,IfcDistributionSystemDRAINAGE,,1,,,IfcDistributionSystem,DRAINAGE
system - earthing,EARTH,0,,IfcDistributionSystemEARTHING,,1,,,IfcDistributionSystem,EARTHING
system - electrical (high voltage),HV,0,,IfcDistributionSystemELECTRICAL,,0,,,IfcDistributionSystem,ELECTRICAL
system - electrical (low voltage),LV,0,,IfcDistributionSystemELECTRICAL,,1,,,IfcDistributionSystem,ELECTRICAL
system - electroacoustic,AUDIO,0,,IfcDistributionSystemELECTROACOUSTIC,,1,,,IfcDistributionSystem,ELECTROACOUSTIC
system - exhaust,EA,0,,IfcDistributionSystemEXHAUST,,1,,,IfcDistributionSystem,EXHAUST
system - fireprotection,SPR,0,,IfcDistributionSystemFIREPROTECTION,,1,,,IfcDistributionSystem,FIREPROTECTION
system - fuel,FUEL,0,,IfcDistributionSystemFUEL,,1,,,IfcDistributionSystem,FUEL
system - gas,GAS,0,,IfcDistributionSystemGAS,,1,,,IfcDistributionSystem,GAS
system - hazardous,HAZ,0,,IfcDistributionSystemHAZARDOUS,,1,,,IfcDistributionSystem,HAZARDOUS
system - heating (low temperature hot water),LTHW,0,,IfcDistributionSystemHEATING,,1,,,IfcDistributionSystem,HEATING
system - heating (medium temperature hot water),MTHW,0,,IfcDistributionSystemHEATING,,0,,,IfcDistributionSystem,HEATING
system - lighting,LTG,0,,IfcDistributionSystemLIGHTING,,1,,,IfcDistributionSystem,LIGHTING
system - lightningprotection,LPSY,0,,IfcDistributionSystemLIGHTNINGPROTECTION,,1,,,IfcDistributionSystem,LIGHTNINGPROTECTION
system - mobilenetwork,MOB,0,,IfcDistributionSystemMOBILENETWORK,,1,,,IfcDistributionSystem,MOBILENETWORK
system - monitoring system,MS,0,,IfcDistributionSystemMONITORINGSYSTEM,,1,,,IfcDistributionSystem,MONITORINGSYSTEM
system - municipalsolidwaste,WSTSOL,0,,IfcDistributionSystemMUNICIPALSOLIDWASTE,,1,,,IfcDistributionSystem,MUNICIPALSOLIDWASTE
system - oil,OIL,0,,IfcDistributionSystemOIL,,1,,,IfcDistributionSystem,OIL
system - operational,OPSUP,0,,IfcDistributionSystemOPERATIONAL,,1,,,IfcDistributionSystem,OPERATIONAL
system - operationaltelephonysystem,PHON,0,,IfcDistributionSystemOPERATIONALTELEPHONYSYSTEM,,1,,,IfcDistributionSystem,OPERATIONALTELEPHONYSYSTEM
system - overhead_contactline_system,OVER,0,,IfcDistributionSystemOVERHEAD_CONTACTLINE_SYSTEM,,1,,,IfcDistributionSystemOVERHEAD_CONTACTLINE_SYSTEM,
system - powergeneration,EGEN,0,,IfcDistributionSystemPOWERGENERATION,,1,,,IfcDistributionSystem,POWERGENERATION
system - rainwater,RW,0,,IfcDistributionSystemRAINWATER,,1,,,IfcDistributionSystem,RAINWATER
system - refrigeration,RF,0,,IfcDistributionSystemREFRIGERATION,,1,,,IfcDistributionSystem,REFRIGERATION
system - return_circuit,RETCIR,0,,IfcDistributionSystemRETURN_CIRCUIT,,1,,,IfcDistributionSystemRETURN_CIRCUIT,
system - security,SEC,0,,IfcDistributionSystemSECURITY,,1,,,IfcDistributionSystem,SECURITY
system - sewage,SWG,0,,IfcDistributionSystemSEWAGE,,1,,,IfcDistributionSystem,SEWAGE
system - signal,SIG,0,,IfcDistributionSystemSIGNAL,,1,,,IfcDistributionSystem,SIGNAL
system - stormwater,STORM,0,,IfcDistributionSystemSTORMWATER,,1,,,IfcDistributionSystem,STORMWATER
system - telephone,TELE,0,,IfcDistributionSystemTELEPHONE,,1,,,IfcDistributionSystem,TELEPHONE
system - tv,TV,0,,IfcDistributionSystemTV,,1,,,IfcDistributionSystem,TV
system - vacuum,VAC,0,,IfcDistributionSystemVACUUM,,1,,,IfcDistributionSystem,VACUUM
system - vent,VENTP,0,,IfcDistributionSystemVENT,,1,,,IfcDistributionSystem,VENT
system - ventilation,VENT,0,,IfcDistributionSystemVENTILATION,,1,,,IfcDistributionSystem,VENTILATION
system - wastewater,WSTWAT,0,,IfcDistributionSystemWASTEWATER,,1,,,IfcDistributionSystem,WASTEWATER
system - watersupply,WATSUP,0,,IfcDistributionSystemWATERSUPPLY,,1,,,IfcDistributionSystem,WATERSUPPLY
tank,TK,0,,IfcTank,IfcTank,1,IfcTank,,IfcTank,
tank - break tank,BTK,1,,IfcTankBREAKPRESSURE,IfcTank,0,IfcTank,,IfcTank,BREAKPRESSURE
tank - break tank and booster set,BTKBS,1,,IfcTankBREAKPRESSURE,IfcTank,0,IfcTank,,IfcTank,BREAKPRESSURE
tank - brine tank,BRITK,0,,IfcTankVESSEL,IfcTank,0,IfcTank,,IfcTank,VESSEL
tank - buffer vessel - cooling,CBUFF,0,,IfcTankVESSEL,IfcTank,0,IfcTank,,IfcTank,VESSEL
tank - buffer vessel - generic,BUFF,0,,IfcTankVESSEL,IfcTank,0,IfcTank,,IfcTank,VESSEL
tank - buffer vessel - heating,HBUFF,0,,IfcTankVESSEL,IfcTank,0,IfcTank,,IfcTank,VESSEL
tank - compressed air storage tank,CAST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - condensate receiver tank,CNR,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - deareator tank,DEA,0,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
tank - decontamination tank,DET,0,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
tank - emergency sewer tank,EST,0,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
tank - emergency water tank,EWT,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - expansion tank,ET,0,,IfcTankEXPANSION,IfcTankEXPANSION,0,IfcTank,EXPANSION,IfcTank,EXPANSION
tank - fire hydrant tank,FHT,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - fuel oil day tank,FODT,0,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
tank - fuel oil storage tank,FOST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - greywater storage tank,GWST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - hot water cylinder,HWC,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - mains water storage tank,MWST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - potable/domestic water storage tank,DWST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - potable/domestic water transfer tank,DWTT,0,,IfcTank,IfcTank,0,IfcTank,,IfcTank,
tank - rainwater storage tank,RNWST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - sprinkler tank,SPT,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - thermal storage tank,TST,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
tank - wet riser tank,WRT,0,,IfcTankSTORAGE,IfcTank,0,IfcTank,,IfcTank,STORAGE
thermal wheel,TW,0,,IfcAirToAirHeatRecoveryROTARYWHEEL,IfcAirToAirHeatRecoveryROTARYWHEEL,0,IfcAirToAirHeatRecovery,ROTARYWHEEL,IfcAirToAirHeatRecovery,ROTARYWHEEL
timeclock,TMCLK,1,,IfcElectricTimeControlTIMECLOCK,IfcElectricTimeControlTIMECLOCK,0,IfcElectricTimeControl,TIMECLOCK,IfcElectricTimeControl,TIMECLOCK
transformer,TXMR,0,,IfcTransformer,IfcTransformer,1,IfcTransformer,,IfcTransformer,
transport element,TRE,0,,IfcTransportElement,IfcTransportElement,1,IfcTransportElement,,IfcTransportElement,
transportation - escalator,ESC,1,,IfcTransportElementESCALATOR,IfcTransportElementESCALATOR,0,IfcTransportElement,ESCALATOR,IfcTransportElement,ESCALATOR
transportation - lift / elevator,ELV,1,,IfcTransportElementELEVATOR,IfcTransportElementELEVATOR,0,IfcTransportElement,ELEVATOR,IfcTransportElement,ELEVATOR
transportation - lift / elevator controller,ELC,1,,IfcUnitaryControlElement,IfcController,0,IfcController,,IfcUnitaryControlElement,
transportation - lift / elevator door motor,ELDM,1,,IfcElectricMotor,IfcElectricMotor,0,IfcElectricMotor,,IfcElectricMotor,
transportation - lift / elevator inverter,ELI,1,,IfcTransformerINVERTER,IfcTransformer,0,IfcTransformer,,IfcTransformer,INVERTER
transportation - lift / elevator traction machine,ELTM,1,,IfcElectricMotor,IfcElectricMotor,0,IfcElectricMotor,,IfcElectricMotor,
transportation - moving walkway,AW,1,,IfcTransportElementMOVINGWALKWAY,IfcTransportElementMOVINGWALKWAY,0,IfcTransportElement,MOVINGWALKWAY,IfcTransportElement,MOVINGWALKWAY
trap primer,TP,0,,IfcValve,IfcValve,0,IfcValve,,IfcValve,
trap primer - electronic trap primer,TPE,0,,IfcValve,IfcValve,0,IfcValve,,IfcValve,
tube bundle,TBN,0,,IfcTubeBundle,IfcTubeBundle,1,IfcTubeBundle,,IfcTubeBundle,
unitary control element,UCE,0,,IfcUnitaryControlElement,,1,,,IfcUnitaryControlElement,
unitary equipment - pre packaged equipment,UEQ,1,,IfcUnitaryEquipment,IfcUnitaryEquipment,1,IfcUnitaryEquipment,,IfcUnitaryEquipment,
ups - uninteruptable power supply unit,UPS,1,ELECTRICAL/UPS,IfcElectricFlowStorageDeviceUPS,IfcElectricFlowStorageDeviceUPS,0,IfcElectricFlowStorageDevice,UPS,IfcElectricFlowStorageDevice,UPS
user interface - keypad,KP,1,,IfcSwitchingDeviceKEYPAD,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,KEYPAD
uv disinfection unit,UVDU,1,,IfcFilter,IfcFilter,0,IfcFilter,,IfcFilter,
valve,VLV,0,HVAC/VLV,IfcValve,IfcValve,1,IfcValve,,IfcValve,
valve - air admittance valve,AAV,0,HVAC/VLV,IfcValveAIRRELEASE,IfcValveAIRRELEASE,0,IfcValve,AIRRELEASE,IfcValve,AIRRELEASE
valve - angle stop valve,AV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - backflow preventer valve,BFP,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - balancing valve,BLV,0,HVAC/VLV,IfcValveCOMMISSIONING,IfcValveCOMMISSIONING,0,IfcValve,COMMISSIONING,IfcValve,COMMISSIONING
valve - ball valve,BV,0,HVAC/VLV,IfcValveGASCOCK,IfcValveGASCOCK,0,IfcValve,GASCOCK,IfcValve,GASCOCK
valve - blowdown valve,BDV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - butterfly valve,BFV,0,HVAC/VLV,IfcValve,IfcValve,0,IfcValve,,IfcValve,
valve - bypass valve,BYV,0,HVAC/VLV,IfcValveDIVERTING,IfcValveDIVERTING,0,IfcValve,DIVERTING,IfcValve,DIVERTING
